situation,clue,polarity
"I try to leave the office, but my boss blocks my way and won't let me go . ",I will be late for my appointment .,0
"I try to leave the office, but my boss blocks my way and won't let me go . ",my boss won't be happy .,0
"I try to leave the office, but my boss blocks my way and won't let me go . ",I'm trying to sneak out without permission .,0
"I try to leave the office, but my boss blocks my way and won't let me go . ",I didn't do my work well .,0
"I try to leave the office, but my boss blocks my way and won't let me go . ",I wanted to take leave early .,0
"I try to leave the office, but my boss blocks my way and won't let me go . ",my boss is holding me back .,0
"I try to leave the office, but my boss blocks my way and won't let me go . ",my boss is always keeping me late .,0
"I try to leave the office, but my boss blocks my way and won't let me go . ",my boss is never going to let me go .,0
"I try to leave the office, but my boss blocks my way and won't let me go . ",he's never let me leave early before .,0
"I try to leave the office, but my boss blocks my way and won't let me go . ",I made a huge mistake at work .,0
"I try to leave the office, but my boss blocks my way and won't let me go . ",he's never let anyone leave early .,0
I was trying to get to the front of the line at the store the other day and this guy just walked right in front of me . ,he was walking so fast and he wouldn't make eye contact .,0
I was trying to get to the front of the line at the store the other day and this guy just walked right in front of me . ,he was walking so fast and he looked around suspiciously .,0
I was trying to get to the front of the line at the store the other day and this guy just walked right in front of me . ,he was acting so strange .,0
I was trying to get to the front of the line at the store the other day and this guy just walked right in front of me . ,he just walked right in front of me .,0
I was trying to get to the front of the line at the store the other day and this guy just walked right in front of me . ,he didn't even apologize .,0
"I was trying to go to my seat in the theatre, but someone was blocking my way . ",the play is going to start soon .,0
"I was trying to go to my seat in the theatre, but someone was blocking my way . ",the movie is starting and I can't find my seat .,0
"I was trying to go to my seat in the theatre, but someone was blocking my way . ",the movie is starting soon and I really want to watch it .,0
"I was trying to go to my seat in the theatre, but someone was blocking my way . ",I can't find my seat .,0
"I was trying to go to my seat in the theatre, but someone was blocking my way . ",the person looks like they are not moving anytime soon .,0
"I was trying to go to my seat in the theatre, but someone was blocking my way . ",the play was starting soon .,0
"I was trying to go to my seat in the theatre, but someone was blocking my way . ",the person was not moving .,0
"I was trying to go to my seat in the theatre, but someone was blocking my way . ",they are too rude .,0
"I was trying to go to my seat in the theatre, but someone was blocking my way . ",I paid for the ticket .,0
"I was trying to go to my seat in the theatre, but someone was blocking my way . ",they were trying to save the seat for their friend .,0
I based my research on my mom's experienced . ,my mom is not an expert .,0
I based my research on my mom's experienced . ,she is not an expert in the field .,0
I based my research on my mom's experienced . ,I should have chosen another source .,0
I based my research on my mom's experienced . ,my research is not scholarly,0
I based my research on my mom's experienced . ,she is not an expert in the field .,0
I based my research on my mom's experienced . ,my mom is not an expert .,0
I based my research on my mom's experienced . ,my mom is not an expert .,0
I based my research on my mom's experienced . ,I didn't go out and gather data myself .,0
I based my research on my mom's experienced . ,my mom is not an expert .,0
I based my research on my mom's experienced . ,I have no experience in research .,0
I based my research on my mom's experienced . ,she is not an expert in the field .,0
I listen to my boss's experiences and base my decisions off of them . ,my boss is really strict .,0
I listen to my boss's experiences and base my decisions off of them . ,I  should  have  gotten  his  permission  first .,0
I listen to my boss's experiences and base my decisions off of them . ,my boss isn't always right .,0
I listen to my boss's experiences and base my decisions off of them . ,I am not experienced .,0
I listen to my boss's experiences and base my decisions off of them . ,I'm not the boss .,0
I listen to my boss's experiences and base my decisions off of them . ,he's not as successful as I want to be .,0
I listen to my boss's experiences and base my decisions off of them . ,I am new to this job .,0
I listen to my boss's experiences and base my decisions off of them . ,I should be developing my own ideas .,0
I listen to my boss's experiences and base my decisions off of them . ,I am not taking the time to learn and grow on my own .,0
I always base my travel plans off of my friends' experiences . ,I like to do things differently .,0
I always base my travel plans off of my friends' experiences . ,I didn't do my own research .,0
I always base my travel plans off of my friends' experiences . ,I like to be in control and do things my way .,0
I always base my travel plans off of my friends' experiences . ,my friends have very similar taste to me .,0
I always base my travel plans off of my friends' experiences . ,my experiences won't be personal .,0
I always base my travel plans off of my friends' experiences . ,my friends might have the same travel preferences as me .,0
I always base my travel plans off of my friends' experiences . ,my friends' interests do not always match up with mine .,0
I always base my travel plans off of my friends' experiences . ,they may have different interests .,0
I relied on my friend's experiences when planning my own trip to Europe . ,my friend's experiences were completely different from mine .,0
I relied on my friend's experiences when planning my own trip to Europe . ,I didn't do enough research on my own .,0
I relied on my friend's experiences when planning my own trip to Europe . ,my friend's trip was a disaster .,0
I relied on my friend's experiences when planning my own trip to Europe . ,my friend's travel style is very different from mine .,0
I relied on my friend's experiences when planning my own trip to Europe . ,my friend's experiences may not line up with what I'm looking for in a trip .,0
I relied on my friend's experiences when planning my own trip to Europe . ,my friend and I have different interests .,0
I relied on my friend's experiences when planning my own trip to Europe . ,my friend's trip was a complete disaster .,0
I relied on my friend's experiences when planning my own trip to Europe . ,I didn't research enough .,0
I relied on my friend's experiences when planning my own trip to Europe . ,I didn't get to experience everything for myself .,0
I relied on my friend's experiences when planning my own trip to Europe . ,I didn't get to do what I wanted to do .,0
I relied on my friend's experiences when planning my own trip to Europe . ,my friend's trip didn't go as planned .,0
I relied on my friend's experiences when planning my own trip to Europe . ,my friend's trip was not that great .,0
I will bear my partner's share in the project . ,he is not cooperative .,0
I will bear my partner's share in the project . ,I have never cooperated with people before .,0
I will bear my partner's share in the project . ,he is not reliable .,0
I will bear my partner's share in the project . ,I didn't do it when I should have .,0
I will bear my partner's share in the project . ,I didn't read the project brief carefully .,0
I will bear my partner's share in the project . ,I am not good at programming .,0
I will bear my partner's share in the project . ,I'm already overloaded with work .,0
I will bear my partner's share in the project . ,I will have too many workloads .,0
I will bear my partner's share in the project . ,my partner didn't do anything .,0
I will bear my partner's share in the project . ,my partner is not reliable .,0
I will bear my partner's share in the project . ,he always shirk his responsibilities .,0
I will bear my partner's share in the project . ,my partner is not taking any responsibility .,0
I will bear my partner's share in the project . ,I always do more than half the work .,0
I will bear my partner's share in the project . ,I am the one doing it .,0
I have to do extra work because my coworker is slacking off . ,I'm already working hard .,0
I have to do extra work because my coworker is slacking off . ,I am already doing my own work .,0
I have to do extra work because my coworker is slacking off . ,he's always too busy .,0
I have to do extra work because my coworker is slacking off . ,I will be too busy .,0
I have to do extra work because my coworker is slacking off . ,I have to do everything by myself .,0
I have to do extra work because my coworker is slacking off . ,I will be working all the time .,0
I have to do extra work because my coworker is slacking off . ,my boss will just pile on more .,0
I have to do extra work because my coworker is slacking off . ,my boss will keep giving me more work to do .,0
I have to do extra work because my coworker is slacking off . ,I will be too busy .,0
I have to do extra work because my coworker is slacking off . ,I always have to do extra work .,0
I'll bear the brunt of the work while you're gone . ,you're not pulling your weight .,0
I'll bear the brunt of the work while you're gone . ,you're not here to help me .,0
I'll bear the brunt of the work while you're gone . ,you're not here to help .,0
I'll bear the brunt of the work while you're gone . ,you didn't do your share .,0
I'll bear the brunt of the work while you're gone . ,you're the one who's supposed to be helping me .,0
I'll bear the brunt of the work while you're gone . ,you didn't say goodbye .,0
I'll bear the brunt of the work while you're gone . ,you left your laptop here .,0
I'll bear the brunt of the work while you're gone . ,you never help me with work .,0
I'll bear the brunt of the work while you're gone . ,you always do this .,0
My parents are bearing the cost of my college education . ,I will not have a job after I graduate .,0
My parents are bearing the cost of my college education . ,I am not getting a job .,0
My parents are bearing the cost of my college education . ,I am not doing well in college .,0
My parents are bearing the cost of my college education . ,college  is too expensive .,0
My parents are bearing the cost of my college education . ,I will be struggling to find a job after graduation .,0
My parents are bearing the cost of my college education . ,college is very expensive .,0
My parents are bearing the cost of my college education . ,they are not wealthy .,0
My parents are bearing the cost of my college education . ,they are making a lot of financial sacrifices .,0
My parents are bearing the cost of my college education . ,college is so expensive .,0
My parents are bearing the cost of my college education . ,it's such a large amount of money .,0
My parents are bearing the cost of my college education . ,I plan on becoming a artist .,0
My parents are bearing the cost of my college education . ,I am almost done with college .,0
My parents are bearing the cost of my college education . ,I will have a job soon .,0
My parents are bearing the cost of my college education . ,I am about to graduate .,0
I picked up the slack for my friend who was going through a rough patch . ,my friend is the boss's daughter .,0
I picked up the slack for my friend who was going through a rough patch . ,I always go above and beyond .,0
I picked up the slack for my friend who was going through a rough patch . ,no one ever seems to notice what I do .,0
I picked up the slack for my friend who was going through a rough patch . ,I always have to be the one who helps them .,0
I picked up the slack for my friend who was going through a rough patch . ,they never return the favor .,0
I picked up the slack for my friend who was going through a rough patch . ,they never offered to help me when I needed it .,0
I picked up the slack for my friend who was going through a rough patch . ,I was always the one who did everything .,0
I picked up the slack for my friend who was going through a rough patch . ,I have been so nice to them .,0
I picked up the slack for my friend who was going through a rough patch . ,I was always the one who helped out .,0
I picked up the slack for my friend who was going through a rough patch . ,he is too proud .,0
I picked up the slack for my friend who was going through a rough patch . ,he has a lot of pride .,0
I picked up the slack for my friend who was going through a rough patch . ,he always tries to take advantage of me .,0
I picked up the slack for my friend who was going through a rough patch . ,he took advantage of my kindness .,0
I was beating the living daylights out of that guy who tried to mug me . ,it's considered assault .,0
I was beating the living daylights out of that guy who tried to mug me . ,what I did was  illegal .,0
I was beating the living daylights out of that guy who tried to mug me . ,it's illegal to do so .,0
I was beating the living daylights out of that guy who tried to mug me . ,it's illegal to hurt other people .,0
I was beating the living daylights out of that guy who tried to mug me . ,violence is never the answer .,0
I was beating the living daylights out of that guy who tried to mug me . ,I hit him so hard .,0
I was beating the living daylights out of that guy who tried to mug me . ,he's not moving .,0
I was beating the living daylights out of that guy who tried to mug me . ,I was hitting him so hard .,0
This patient with dementia was beating her head against the wall . ,she didn't heed our warning .,0
This patient with dementia was beating her head against the wall . ,she was become so agitated .,0
This patient with dementia was beating her head against the wall . ,she was not responding to verbal cues .,0
This patient with dementia was beating her head against the wall . ,she was hitting her head quite hard .,0
This patient with dementia was beating her head against the wall . ,she wasn't responsive to verbal redirection .,0
This patient with dementia was beating her head against the wall . ,she is not aware of the consequences .,0
I beat the guy that stole my girlfriend . ,violence is never the answer .,0
I beat the guy that stole my girlfriend . ,he is the son of a senator .,0
I beat the guy that stole my girlfriend . ,violence is illegal .,0
I beat the guy that stole my girlfriend . ,violence is never the answer .,0
I beat the guy that stole my girlfriend . ,he is the son of a police officer .,0
I beat the guy that stole my girlfriend . ,I hit him hard .,0
I beat the guy that stole my girlfriend . ,his head hit the table so hard .,0
I beat the guy that stole my girlfriend . ,he's not breathing .,0
I beat the guy that stole my girlfriend . ,he looked really badly hurt .,0
I beat the guy that stole my girlfriend . ,assaulting people is a crime .,0
I beat the guy that stole my girlfriend . ,he was much bigger than me .,0
I beat the guy that stole my girlfriend . ,violence is illegal,0
I beat my father in a race . ,he always wants to win .,0
I beat my father in a race . ,he is always competitive .,0
I beat my father in a race . ,he is always the one who wins .,0
I beat my father in a race . ,he is a very competitive person .,0
I beat my father in a race . ,he wanted me to lose .,0
I was playing chess with my boss's dad and I won . ,his dad is a master at chess .,0
I was playing chess with my boss's dad and I won . ,he doesn't like to lose .,0
I was playing chess with my boss's dad and I won . ,he is very competitive .,0
I was playing chess with my boss's dad and I won . , .,0
I was playing chess with my boss's dad and I won . ,it's impolite to win against an elder .,0
I was playing chess with my boss's dad and I won . ,it made him upset .,0
I was playing chess with my boss's dad and I won . ,I beat my boss's dad .,0
I was playing chess with my boss's dad and I won . ,my boss's dad is very competitive .,0
I was playing chess with my boss's dad and I won . ,he doesn't like to lose .,0
I was playing chess with my boss's dad and I won . ,he always wants to win .,0
I was playing chess with my boss's dad and I won . ,he wanted to win .,0
My dad told me that he used to beat my grandfather at arm wrestling when they were younger . ,my dad is much stronger than me .,0
My dad told me that he used to beat my grandfather at arm wrestling when they were younger . ,he is old now .,0
My dad told me that he used to beat my grandfather at arm wrestling when they were younger . ,my dad is stronger than him .,0
My dad told me that he used to beat my grandfather at arm wrestling when they were younger . ,my grandfather is much older than my dad .,0
My dad told me that he used to beat my grandfather at arm wrestling when they were younger . ,my grandfather is very weak now .,0
My dad told me that he used to beat my grandfather at arm wrestling when they were younger . ,my dad is very athletic .,0
My dad told me that he used to beat my grandfather at arm wrestling when they were younger . ,my dad is very strong .,0
My dad told me that he used to beat my grandfather at arm wrestling when they were younger . ,my dad is really skinny .,0
My best friend's dad beat my friend in a race . ,he is much older than me .,0
My best friend's dad beat my friend in a race . ,I can't beat him in a race .,0
My best friend's dad beat my friend in a race . ,he beat my friend .,0
My best friend's dad beat my friend in a race . ,she didn't beat him .,0
My best friend's dad beat my friend in a race . ,he wants her to always win .,0
My best friend's dad beat my friend in a race . ,she didn't train hard enough .,0
My best friend's dad beat my friend in a race . ,I was trying to get my friend's dad's respect .,0
My best friend's dad beat my friend in a race . ,his dad is really fast .,0
My best friend's dad beat my friend in a race . ,I was not able to beat him myself .,0
My best friend's dad beat my friend in a race . ,it was a close match .,0
My best friend's dad beat my friend in a race . ,she doesn't like to lose .,0
My best friend's dad beat my friend in a race . ,she was beaten by her dad .,0
My best friend's dad beat my friend in a race . ,my friend's dad is way older than him .,0
My best friend's dad beat my friend in a race . ,he always let him win before .,0
My best friend's dad beat my friend in a race . ,he challenged him to a race .,0
I beat my personal record in the 100 meter dash by 0.2 seconds . ,I have peaked .,0
I beat my personal record in the 100 meter dash by 0.2 seconds . ,runners usually peak in their twenties .,0
I beat my personal record in the 100 meter dash by 0.2 seconds . ,I closing in on the world record .,0
I beat my personal record in the 100 meter dash by 0.2 seconds . ,they were expecting me to beat my record by more than that .,0
I beat my personal record in the 100 meter dash by 0.2 seconds . ,they were hoping for a better time .,0
I beat my personal record in the 100 meter dash by 0.2 seconds . ,I'm already running as fast as I can .,0
I beat my personal record in the 100 meter dash by 0.2 seconds . ,I have never run that fast before .,0
I beat my personal record in the 100 meter dash by 0.2 seconds . ,it is such a small amount of time .,0
I beat my personal record in the 100 meter dash by 0.2 seconds . ,I was so close to the original record .,0
I beat my personal record in the 100 meter dash by 0.2 seconds . ,it was a fluke .,0
I beat the world record for the hundred-meter dash . ,someone else is sure to come along and break it .,0
I beat the world record for the hundred-meter dash . ,athletes are constantly improving .,0
I beat the world record for the hundred-meter dash . ,there are many people who can run as fast as me .,0
I beat the world record for the hundred-meter dash . ,many people think that I am on drugs .,0
I beat the world record for the hundred-meter dash . ,"professional athletes who achieve sudden, unexplained improvements in performance are often suspected of using banned substances .",0
I beat the world record for the hundred-meter dash . ,athletes who break world records are often tested for drugs .,0
I beat the world record for the hundred-meter dash . ,it's so hard to run that fast .,0
I beat the world record for the hundred-meter dash . ,it was a fluke .,0
I beat the world record for the hundred-meter dash . ,it was a fluke .,0
I beat the world record for the hundred-meter dash . ,I pushed myself to the limit .,0
I beat my best friend in a foot race for the first time . ,he will be jealous of me .,0
I beat my best friend in a foot race for the first time . ,she  might  not want to be friends with me  anymore .,0
I beat my best friend in a foot race for the first time . ,she will feel competitive with me now .,0
I beat my best friend in a foot race for the first time . ,I know how determined she is to win .,0
I beat my best friend in a foot race for the first time . ,I usually let her win .,0
I beat my best friend in a foot race for the first time . ,I usually lose to her .,0
I beat my best friend in a foot race for the first time . ,I always lose to him .,0
I beat my best friend in a foot race for the first time . ,I am not very athletic .,0
I beat my best friend in a foot race for the first time . ,I have never beaten him before .,0
I ran the fastest 5k ever and beat my personal record . ,it was just a fluke .,0
I ran the fastest 5k ever and beat my personal record . ,I was lucky that day .,0
I ran the fastest 5k ever and beat my personal record . ,it was a fluke .,0
I ran the fastest 5k ever and beat my personal record . ,it was just a lucky day .,0
I ran the fastest 5k ever and beat my personal record . ,it was a fluke .,0
I beat my old time for the 100m dash . ,I have been training for months .,0
I beat my old time for the 100m dash . ,I was supposed to do better .,0
I beat my old time for the 100m dash . ,he was expecting me to run even faster .,0
I beat my old time for the 100m dash . ,I sprinted with all my might .,0
I beat my old time for the 100m dash . ,I wasn't expecting to run that fast .,0
I beat my old time for the 100m dash . ,pushing myself that hard is bound to lead to injury .,0
I beat my old time for the 100m dash . ,that was my best time .,0
I beat my old time for the 100m dash . ,I have peaked .,0
I beat my old time for the 100m dash . ,that was my best performance .,0
I beat my old time for the 100m dash . ,I was lucky .,0
I beat my old time for the 100m dash . ,it was my best performance .,0
I beat my old time for the 100m dash . ,it was a fluke .,0
I beat my old time for the 100m dash . ,it was a fluke .,0
My co-worker became my friend . ,we are of different genders .,0
My co-worker became my friend . ,we are spending more time together .,0
My co-worker became my friend . ,I'm not part of the group .,0
My co-worker became my friend . ,he/she will have inside jokes that I won't get .,0
My co-worker became my friend . ,I'm not close with her .,0
My co-worker became my friend . ,it is unprofessional .,0
My co-worker became my friend . ,it's not appropriate to become friends with someone you work with .,0
My co-worker became my friend . ,she is so special to me .,0
My co-worker became my friend . ,she might be the best friend I ever had .,0
My co-worker became my friend . ,she is a great listener and always there for me .,0
My co-worker became my friend . ,she is very clingy .,0
My co-worker became my friend . ,she is always talking .,0
My boss becomes my friend . ,I am a man .,0
My boss becomes my friend . ,boss-subordinate relationship is inappropriate .,0
My boss becomes my friend . ,I am his friend .,0
My boss becomes my friend . ,he is new to the job .,0
My boss becomes my friend . ,I am the boss's friend .,0
My boss becomes my friend . ,it is unprofessional .,0
My boss becomes my friend . ,I will not be able to take orders from him .,0
My boss becomes my friend . ,our friendship may cross the line .,0
I was out at a bar the other night and I met this really great guy and we became friends . ,he's probably not looking for anything serious .,0
I was out at a bar the other night and I met this really great guy and we became friends . ,he lives in a different state .,0
I was out at a bar the other night and I met this really great guy and we became friends . ,I never go to that bar again .,0
I was out at a bar the other night and I met this really great guy and we became friends . ,he never texts me first or asks me to hangout .,0
I was out at a bar the other night and I met this really great guy and we became friends . ,I haven't heard from him since .,0
I was out at a bar the other night and I met this really great guy and we became friends . ,he didn't ask for my number .,0
I was out at a bar the other night and I met this really great guy and we became friends . ,I'm not his type .,0
I was out at a bar the other night and I met this really great guy and we became friends . ,he never asked for my phone number .,0
I was out at a bar the other night and I met this really great guy and we became friends . ,he never made a move on me .,0
I became good friends with my neighbor . ,they are not as good as my neighbor .,0
I became good friends with my neighbor . ,they think I am not cool enough .,0
I became good friends with my neighbor . ,they are not interested in her .,0
I became good friends with my neighbor . ,she is moving to another state .,0
I became good friends with my neighbor . ,she is too popular and always hanging out with other people .,0
I became good friends with my neighbor . ,I don't know how to make friends .,0
I became good friends with my neighbor . ,I hang out with them every day .,0
I became good friends with my neighbor . ,I stay home most of the time .,0
I became good friends with my neighbor . ,she just got a new job in another city .,0
I became good friends with my neighbor . ,she just bought a house in another town .,0
I became good friends with my neighbor . ,people in that area tend to move a lot .,0
I became good friends with my neighbor . ,she always comes to my house without knocking .,0
I became good friends with my neighbor . ,she is always over my house .,0
My best friend from childhood just became my facebook friend . ,I have been avoiding her since we had a huge fight .,0
My best friend from childhood just became my facebook friend . ,I don't want her to think I'm mad at her .,0
My best friend from childhood just became my facebook friend . ,we don't talk that much anymore .,0
My best friend from childhood just became my facebook friend . ,we have been out of touch for so long .,0
My best friend from childhood just became my facebook friend . ,I have not seen her in a while .,0
My best friend from childhood just became my facebook friend . ,we both have really busy lives .,0
My best friend from childhood just became my facebook friend . ,I'm really busy with work and life .,0
My best friend becomes my boss's wife . ,I will have no one to confide in at work .,0
My best friend becomes my boss's wife . ,we have been friends for so many years .,0
My best friend becomes my boss's wife . ,she will get a lot of attention from my boss .,0
My best friend becomes my boss's wife . ,I have unrequited love for her .,0
My best friend becomes my boss's wife . ,she always gets what she wants .,0
My best friend becomes my boss's wife . ,she will be more busy .,0
My best friend becomes my boss's wife . ,she will be busy with her new family .,0
My best friend becomes my boss's wife . ,my best friend becomes my boss's wife .,0
My best friend becomes my boss's wife . ,it will create a conflict of interest .,0
My best friend becomes my boss's wife . ,my friend will always put her husband's needs first .,0
"After dating for six months, I became my girlfriend's wife . ",we promised each other to be together forever .,0
"After dating for six months, I became my girlfriend's wife . ",we got married .,0
"After dating for six months, I became my girlfriend's wife . ",we didn't have a wedding ceremony .,0
"After dating for six months, I became my girlfriend's wife . ",she was too young .,0
"After dating for six months, I became my girlfriend's wife . ",I didn't consult with her parents .,0
"After dating for six months, I became my girlfriend's wife . ",it's a lot of responsibility .,0
"After dating for six months, I became my girlfriend's wife . ",we became married .,0
"After dating for six months, I became my girlfriend's wife . ",I can't handle this type of pressure .,0
"After dating for six months, I became my girlfriend's wife . ",we were both so young .,0
"After dating for six months, I became my girlfriend's wife . ",we had just graduated from college .,0
"After dating for six months, I became my girlfriend's wife . ",we didn't know each other that well .,0
"After dating for six months, I became my girlfriend's wife . ",I don't like the idea of being with only one person for the rest of my life .,0
"After dating for six months, I became my girlfriend's wife . ",we broke up .,0
"After dating for six months, I became my girlfriend's wife . ",we barely know each other .,0
One of my good friends from college just became my wife . ,I found out that she was dating other guys when we were in college .,0
One of my good friends from college just became my wife . ,i was drunk when we got married .,0
One of my good friends from college just became my wife . ,she just wanted a green card .,0
One of my good friends from college just became my wife . ,we just met each other a month ago .,0
One of my good friends from college just became my wife . ,we just  got married .,0
One of my good friends from college just became my wife . ,We dated for many years .,0
One of my good friends from college just became my wife . ,we have grown so close .,0
One of my good friends from college just became my wife . ,we have been good friends for a long time .,0
One of my good friends from college just became my wife . ,I want to start our relationship with trust .,0
One of my good friends from college just became my wife . ,she`s very beautiful .,0
One of my good friends from college just became my wife . ,I never even had a girlfriend in college .,0
One of my good friends from college just became my wife . ,she is way too good for me .,0
One of my good friends from college just became my wife . ,we live in different cities .,0
One of my good friends from college just became my wife . ,she now lives in another city .,0
One of my good friends from college just became my wife . ,she will be living in another state .,0
I became the legal guardian of my niece after my sister passed away . ,I have never taken care of a child before .,0
I became the legal guardian of my niece after my sister passed away . ,I'm not used to taking care of kids by myself .,0
I became the legal guardian of my niece after my sister passed away . ,I have never done this before .,0
I became the legal guardian of my niece after my sister passed away . ,I'm not used to taking care of children .,0
I became the legal guardian of my niece after my sister passed away . ,it's  a lot of responsibility .,0
I became the legal guardian of my niece after my sister passed away . ,I will be too busy raising her .,0
I became the legal guardian of my niece after my sister passed away . ,my niece needed me .,0
I became the legal guardian of my niece after my sister passed away . ,my niece will always come first .,0
I became the legal guardian of my niece after my sister passed away . ,I am not wealthy .,0
I became the legal guardian of my niece after my sister passed away . ,I am not financially stable .,0
I became an official member of the library without my mom's signature . ,I'm still a minor .,0
I became an official member of the library without my mom's signature . ,I'm not allowed to join the library without an adult's signature .,0
I became an official member of the library without my mom's signature . ,I broke the rules,0
I became an official member of the library without my mom's signature . ,I'm not following the rules .,0
I became an official member of the library without my mom's signature . ,it is against the rules .,0
I became an official member of the library without my mom's signature . ,I'm not supposed to join the library without her permission .,0
I became an official member of the library without my mom's signature . ,I was not supposed to do that .,0
I became an official member of the library without my mom's signature . ,she will be so mad .,0
I became an official member of the library without my mom's signature . ,I joined the library without her permission .,0
I became an official member of the library without my mom's signature . ,she didn't even know .,0
I continued to drive despite the warnings . ,the conditions weren't too bad . ,1
I continued to drive despite the warnings . ,I never go too fast and I always stay within the speed limit . ,1
I continued to drive despite the warnings . ,no one had gotten hurt . ,1
The students crowd around the table to get a better view of the experiment . ,he asked them to be quiet a few minutes ago . ,1
The students crowd around the table to get a better view of the experiment . ,she's been trying to get them to be more engaged . ,1
The students crowd around the table to get a better view of the experiment . ,ive never seen them this interested before . ,1
The students crowd around the table to get a better view of the experiment . ,they are eager to see what will happen . ,1
The students crowd around the table to get a better view of the experiment . ,they have been asking questions about it . ,1
The students crowd around the table to get a better view of the experiment . ,ive worked so hard on it . ,1
The students crowd around the table to get a better view of the experiment . ,they have never seen anything like this before . ,1
The students crowd around the table to get a better view of the experiment . ,they want to see the experiment . ,1
The students crowd around the table to get a better view of the experiment . ,they are all leaning in and paying attention . ,1
The students crowd around the table to get a better view of the experiment . ,they want to see it . ,1
The students crowd around the table to get a better view of the experiment . ,the teacher is beaming with pride . ,1
The students crowd around the table to get a better view of the experiment . ,the students are interested . ,1
I decided to go on a hike with my friends . ,we are all experienced hikers . ,1
I decided to go on a hike with my friends . ,we are all good friends . ,1
I decided to go on a hike with my friends . ,hiking is really fun . ,1
I decided to go on a hike with my friends . ,hiking is one of my favorite things to do . ,1
I decided to go on a hike with my friends . ,they are always joking around and I enjoy their company . ,1
I decided to go on a hike with my friends . ,I am in good shape . ,1
I decided to go on a hike with my friends . ,I am very fit . ,1
I yelled back at my brother when he called me names . ,our mom doesn't tolerate that kind of behavior . ,1
I yelled back at my brother when he called me names . ,mom and dad were really mad when they found out . ,1
I yelled back at my brother when he called me names . ,he was being really mean and I was just defending myself . ,1
I yelled back at my brother when he called me names . ,he was being really disrespectful . ,1
I yelled back at my brother when he called me names . ,he should know better than to call his sister names . ,1
I yelled back at my brother when he called me names . ,they have a rule that we don't hit each other or call each other names . ,1
I would play tennis with my friend . ,I have beaten him before . ,1
I would play tennis with my friend . ,my friend is not very good at playing tennis . ,1
I would play tennis with my friend . ,I was better at it . ,1
I would play tennis with my friend . ,we are both good at it . ,1
I would play tennis with my friend . ,we are both good at tennis . ,1
I would play tennis with my friend . ,I keep losing . ,1
I would play tennis with my friend . ,she usually wins . ,1
I would play tennis with my friend . ,we are both competitive and love the sport . ,1
I would play tennis with my friend . ,we are both very competitive . ,1
I would play tennis with my friend . ,we have played tennis together before . ,1
My dad is taking me to work with him today . ,I have my driver's license and he never lets me drive his car . ,1
My dad is taking me to work with him today . ,he has let me drive it before . ,1
My dad is taking me to work with him today . ,its always fun when we spend time together . ,1
My dad is taking me to work with him today . ,I always have a lot of fun when I go with him . ,1
My dad is taking me to work with him today . ,he is really smart and knows a lot . ,1
My dad is taking me to work with him today . ,I have seen him work a lot and he is very knowledgeable . ,1
My dad is taking me to work with him today . ,I always like to watch and listen when he works . ,1
My dad is taking me to work with him today . ,he is taking me to his work . ,1
My dad is taking me to work with him today . ,he is always making jokes and we always have a lot to talk about . ,1
My dad is taking me to work with him today . ,we never get to spend time together . ,1
My dad is taking me to the library because I have a project due . ,I have gone with him before and he always knows where to find the best books . ,1
My dad is taking me to the library because I have a project due . ,its for my future . ,1
My dad is taking me to the library because I have a project due . ,he is helping me . ,1
My dad is taking me to the library because I have a project due . ,my dad is helping me . ,1
My dad is taking me to the library because I have a project due . ,I'm very determined when it comes to school work . ,1
My dad is taking me to the library because I have a project due . ,I will have all the resources I need . ,1
My dad is taking me to the library because I have a project due . ,he is helping me . ,1
My dad is taking me to the library because I have a project due . ,I have a lot of focus when I'm in the library . ,1
My dad is taking me to the library because I have a project due . ,I will have all the resources I need . ,1
My dad is taking me to the library because I have a project due . ,I have more quiet working conditions . ,1
I almost hit a pedestrian with my car . ,it was a close call . ,1
I almost hit a pedestrian with my car . ,I was driving carefully and the other driver wasn't paying attention . ,1
I almost hit a pedestrian with my car . ,he was not paying attention to the road . ,1
I almost hit a pedestrian with my car . ,he was texting on his phone . ,1
My boss also told me that I need to come in early tomorrow . ,I have been working hard and coming in early for the past few weeks . ,1
My boss also told me that I need to come in early tomorrow . ,I have been working hard and because my boss has been telling me that I have been doing a great job . ,1
My boss also told me that I need to come in early tomorrow . ,he told me I've been doing a great job . ,1
My boss also told me that I need to come in early tomorrow . ,I have been working hard . ,1
My boss also told me that I need to come in early tomorrow . ,he wants me to have more responsibilities . ,1
My boss also told me that I need to come in early tomorrow . ,", I have been working hard and obedient . ",1
My boss also told me that I need to come in early tomorrow . ,It will take me a little longer to get there . ,1
My boss also told me that I need to come in early tomorrow . ,It is unlikely that he just wants to chat . ,1
I asked my friend to stay with me during winter break . ,I can offer her a place to stay and we always have fun when we're together . ,1
I asked my friend to stay with me during winter break . ,we have been close friends for a long time . ,1
I asked my friend to stay with me during winter break . ,we have been close since we were kids . ,1
I asked my friend to stay with me during winter break . ,we always have fun when we are together . ,1
I asked my friend to stay with me during winter break . ,I am a fun person to be around . ,1
I asked my friend to stay with me during winter break . ,we always have fun when we hang out . ,1
I asked my friend to stay with me during winter break . ,she is really funny and we always have a blast when we hangout . ,1
I asked my friend to stay with me during winter break . ,we always have a great time when we are together . ,1
I asked my friend to stay with me during winter break . ,we like to do the same things . ,1
